,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
7386,39389,The Democratic candidate,The Democratic candidate,Female,,40-44,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.473541647195816,White women,White,Oklahoma,Never,All others,"Yes, only girls",No,Yes,No,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,None
7397,39420,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,Suburbs,White suburban women,Version 3,.400689095258713,White women,White,Oklahoma,A few times a year,All others,"Yes, only girls",No,Yes,No,Yes,The economy,Yes,Women with children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,Yes,Other
7411,39454,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,4,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Rural,Other,Version 3,.327308028936386,White men,White,Arkansas,A few times a year,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,Yes,Protestant
7423,39490,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,3,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,South,Suburbs,White suburban men,Version 3,1.03615832328796,White men,White,Texas,Never,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly approve,Not at all important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,None
7435,39520,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 3,1.28965544700623,White men,White,Kansas,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,Yes,Men without children,Somewhat disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married men,Yes,Catholic
7445,39557,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,Latino 45-59,2,Attended college but received no degree,Yes,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,Hispanic/Latino,West,Rural,Other,Version 3,.208891406655312,Latino men,Non-white, New Mexico,Once a week or more,Catholic/Attend weekly,No children in home,Yes,No,No,No,Gun policy,Yes,Men without children,Somewhat approve,Somewhat important,The Republican Party,Support,Very serious,Married men,Yes,Catholic
7446,39564,The Democratic candidate,The Democratic candidate,Male,,30-39,White 30-44,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.556744337081909,White men,White,Oklahoma,Never,All others,No children in home,No,No,No,No,The economy,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,None
7452,39579,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 3,.464421957731247,White women,White,Ohio,Never,All others,No children in home,No,No,No,No,Gun policy,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,None
7460,39597,The Republican candidate,The Republican candidate,Female,The Republican candidate,60-64,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 3,.486735582351685,White women,White, Nebraska,Once a week or more,Catholic/Attend weekly,No children in home,Yes,No,No,No,Health care,Yes,Women without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Catholic
7461,39599,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 3,1.02157318592072,White men,White, Iowa,Never,All others,No children in home,No,No,No,No,Immigration,No,Men without children,Strongly approve,Not at all important,The Republican Party,Omit,Somewhat serious,Non married men,No,None
7463,39611,The Republican candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,7,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,"Cities 10,000-50,000",Other,Version 3,1.11118340492249,White women,White, Maryland,A few times a month,Catholic/Do not attend weekly,"Yes, only girls",No,Yes,No,Yes,Immigration,No,Women with children,Somewhat disapprove,Somewhat important,The Republican Party,Oppose,Not too serious,Non married women,Yes,Catholic
7472,39647,The Democratic candidate,The Republican candidate,Female,,25-29,White 18-29,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,"Cities 50,000-500,000",Other,Version 3,.072486937046051,White women,White,Arkansas,A few times a year,All others,No children in home,No,No,No,No,The economy,Yes,Women without children,Somewhat approve,Very important,The Democratic Party,Support,Very serious,Married women,Yes,Other Christian
7475,39651,The Democratic candidate,The Republican candidate,Male,The Republican candidate,60-64,White 60+,3,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 3,.430526703596115,White men,White, New Mexico,Once a week or more,Catholic/Attend weekly,No children in home,No,No,No,No,The economy,Yes,Men without children,Somewhat approve,Somewhat important,The Republican Party,Oppose,Very serious,Married men,Yes,Catholic
7480,39662,The Republican candidate,The Republican candidate,Male,The Republican candidate,40-44,White 30-44,1,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,Rural,Other,Version 3,.177514478564262,White men,White, Vermont,Never,Catholic/Do not attend weekly,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Men with children,Strongly approve,Very important,The Republican Party,Oppose,Very serious,Married men,Yes,Catholic
7482,39671,The Democratic candidate,The Democratic candidate,Female,,40-44,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 3,.473541647195816,White women,White,Oklahoma,Never,All others,"Yes, only girls",No,Yes,No,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,None
7484,39687,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Latino 30-44,1,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,"Cities 50,000-500,000",Other,Version 3,.53153395652771,Latino men,Non-white,Ohio,Never,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,None
7485,39688,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Latino 30-44,1,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,"Cities 50,000-500,000",Other,Version 3,.53153395652771,Latino men,Non-white,Ohio,Never,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,None
7496,39718,The Republican candidate,,Male,The Republican candidate,60-64,White 60+,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,Suburbs,White suburban men,Version 3,.267076462507248,White men,White, Utah,Once a week or more,All others,No children in home,Yes,No,No,No,Immigration,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Not too serious,Married men,No,Other Christian
7497,39722,The Democratic candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,2,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 3,.208891406655312,White men,White, New Mexico,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Immigration,Yes,Men with children,Strongly approve,Not too important,The Republican Party,Oppose,Very serious,Married men,Yes,None
7508,39777,The Republican candidate,,Female,,65 or over,White 60+,2,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,.125907480716705,White women,White, Utah,Once a week or more,All others,No children in home,Yes,No,No,No,The economy,Yes,Women without children,Strongly approve,Very important,The Republican Party,Omit,Somewhat serious,Married women,Yes,Other
7516,39808,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,Latino 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,Other,Version 3,1.23279881477356,Latino women,Non-white, Maryland,A few times a year,Protestant/Do not attend weekly,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Protestant
7517,39813,The Democratic candidate,The Republican candidate,Male,,40-44,White 30-44,4,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 3,.392576158046722,White men,White,Oklahoma,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,Other Christian
7519,39818,The Republican candidate,,Male,Other,40-44,White 30-44,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 3,.125907480716705,White men,White, Utah,Never,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,The economy,Yes,Men with children,Somewhat approve,Not too important,The Democratic Party,Oppose,Somewhat serious,Married men,Yes,None
7520,39836,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Rural,Other,Version 3,.783594727516174,White women,White,Minnesota,A few times a month,Protestant/Do not attend weekly,No children in home,No,No,No,No,The economy,Yes,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Married women,No,Protestant
7525,39855,The Republican candidate,,Male,The Republican candidate,25-29,White 18-29,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban men,Version 3,.442324817180634,White men,White, Mississippi,A few times a month,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Somewhat approve,Very important,The Republican Party,Support,Very serious,Non married men,Yes,Protestant
7527,39865,The Republican candidate,,Male,Other,65 or over,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,Suburbs,White suburban men,Version 3,.125907480716705,White men,White, Utah,Once a week or more,All others,No children in home,Yes,No,No,No,Immigration,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Very serious,Married men,No,Other Christian
7534,39909,The Republican candidate,,Female,The Republican candidate,30-39,White 30-44,2,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,.125907480716705,White women,White, Utah,Once a week or more,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Health care,Yes,Women with children,Somewhat approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Other
7535,39910,The Republican candidate,,Female,The Republican candidate,30-39,White 30-44,2,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 3,.125907480716705,White women,White, Utah,Once a week or more,All others,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Health care,Yes,Women with children,Somewhat approve,Not too important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Other
7540,39923,The Republican candidate,The Democratic candidate,Female,,65 or over,White 60+,2,Never attended college,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Rural,Other,Version 3,1.67870879173279,White women,White,New Hampshire,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Somewhat approve,Somewhat important,The Republican Party,Support,Somewhat serious,Married women,Yes,Catholic
7545,39953,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,White 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,South,Suburbs,White suburban men,Version 3,1.68194377422333,White men,White,Texas,Never,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married men,Yes,None
7546,39957,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Latino 30-44,5,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,Other,Version 3,.897891402244568,Latino men,Non-white,Pennsylvania,Never,All others,No children in home,No,No,No,No,Omit,No,Men without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Very serious,Non married men,Yes,None
7549,39964,The Republican candidate,,Male,The Democratic candidate,65 or over,White 60+,6,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,Midwest,Rural,Other,Version 3,1.41808331012726,White men,White,Missouri,Never,All others,No children in home,No,No,No,No,Immigration,No,Men without children,Somewhat approve,Not at all important,The Democratic Party,Oppose,Not too serious,Non married men,Yes,Other
7553,39984,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,3,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,West,"Cities 50,000-500,000",Other,Version 3,.250957310199738,White women,White, New Mexico,Never,All others,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,None
7563,40038,The Republican candidate,,Female,The Democratic candidate,40-44,White 30-44,6,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,.697013378143311,White women,White,Missouri,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,Yes,None
7564,40043,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Rural,Other,Version 3,.783594727516174,White women,White,Minnesota,A few times a month,Protestant/Do not attend weekly,No children in home,No,No,No,No,Health care,No,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Protestant
7576,40104,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,All others,3,Attended college but received no degree,No,All Other,Independent,Independent Women,Moderate,Moderate Independents,American Indian,South,Suburbs,Other,Version 3,.802589058876038,All other races,Non-white,Texas,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Health care,Yes,Women with children,Somewhat disapprove,Somewhat important,Omit,Support,Somewhat serious,Married women,No,Other Christian
7578,40112,The Democratic candidate,The Democratic candidate,Female,The Republican candidate,45-49,Latino 45-59,6,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Conservative,Mod/Conserv. Democrats,Hispanic/Latino,South,"Cities 50,000-500,000",Other,Version 3,1.17879724502563,Latino women,Non-white,Florida,A few times a year,Catholic/Do not attend weekly,"Yes, only boys",No,Yes,Yes,No,Immigration,No,Women with children,Somewhat disapprove,Very important,The Democratic Party,Support,Very serious,Non married women,No,Catholic
7582,40125,The Democratic candidate,The Democratic candidate,Male,,40-44,All others,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Asian,South,Suburbs,Other,Version 3,.392576158046722,All other races,Non-white,Oklahoma,Once a week or more,Protestant/Attend weekly,"Yes, both boys and girls",Yes,Yes,Yes,Yes,Health care,Yes,Men with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,No,Protestant
7585,40144,The Democratic candidate,The Democratic candidate,Female,,65 or over,White 60+,3,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 3,.549132287502289,White women,White, Iowa,A few times a year,Protestant/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Protestant
7586,40147,The Republican candidate,The Republican candidate,Female,The Republican candidate,65 or over,White 60+,2,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,Rural,Other,Version 3,1.27369594573975,White women,White,Minnesota,A few times a year,Protestant/Do not attend weekly,"Yes, only boys",No,Yes,Yes,No,Immigration,Yes,Women with children,Strongly approve,Very important,The Republican Party,Support,Very serious,Married women,No,Protestant
7588,40157,The Republican candidate,The Republican candidate,Male,,50-59,All others,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,American Indian,South,Suburbs,Other,Version 3,.431081235408783,All other races,Non-white,Oklahoma,A few times a month,All others,No children in home,Yes,No,No,No,Immigration,Yes,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married men,Yes,Other Christian
7595,40175,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,Latino 45-59,3,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,South,Suburbs,Other,Version 3,.943606436252594,Latino men,Non-white,Texas,A few times a month,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married men,No,Catholic
7598,40193,The Democratic candidate,The Democratic candidate,Male,,45-49,Black 45-59,7,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,Rural,Other,Version 3,.430779218673706,Black men,Non-white,Alabama,Once a week or more,All others,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married men,Yes,Other Christian
7607,40241,The Democratic candidate,The Republican candidate,Female,The Republican candidate,50-59,White 45-59,2,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 3,.183238670229912,White women,White, New Mexico,Once a week or more,Catholic/Attend weekly,No children in home,Yes,No,No,No,Health care,Yes,Women without children,Somewhat approve,Somewhat important,The Republican Party,Oppose,Somewhat serious,Married women,Yes,Catholic
7610,40246,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,"Cities 50,000-500,000",Other,Version 3,1.08971166610718,White men,White,Oklahoma,Once a week or more,Protestant/Attend weekly,No children in home,Yes,No,No,No,Immigration,No,Men without children,Strongly approve,Somewhat important,The Republican Party,Oppose,Very serious,Non married men,No,Protestant
7611,40248,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Rural,Other,Version 3,.440807640552521,White women,White,Minnesota,Once a week or more,Protestant/Attend weekly,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Protestant
7613,40251,The Republican candidate,,Female,Other,40-44,White 30-44,6,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,.697013378143311,White women,White,Missouri,A few times a year,Catholic/Do not attend weekly,"Yes, both boys and girls",No,Yes,Yes,Yes,The economy,Yes,Women with children,Somewhat approve,Somewhat important,The Democratic Party,Support,Very serious,Married women,No,Catholic
7616,40269,The Democratic candidate,The Democratic candidate,Male,,60-64,All others,4,Attended college but received no degree,No,All Other,Democrat,Democratic Men,Liberal,Liberal Democrats,Other,South,Suburbs,Other,Version 3,.699752569198608,All other races,Non-white,Oklahoma,A few times a year,All others,No children in home,Yes,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Oppose,Very serious,Married men,No,Other Christian
7618,40290,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,6,Never attended college,No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,.797736346721649,White men,White,Missouri,A few times a year,All others,"Yes, only girls",Yes,Yes,No,Yes,Immigration,Yes,Men with children,Strongly approve,Somewhat important,The Republican Party,Support,Very serious,Married men,Yes,Other Christian
7619,40296,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,18-24,White 18-29,1,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,Rural,Other,Version 3,.144259080290794,White women,White, Nebraska,A few times a year,Protestant/Do not attend weekly,"Yes, only boys",Yes,Yes,Yes,No,Health care,No,Women with children,Somewhat disapprove,Very important,The Democratic Party,Oppose,Not too serious,Non married women,No,Protestant
7620,40300,The Democratic candidate,The Democratic candidate,Male,,18-24,Black 18-29,7,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,South,Rural,Other,Version 3,.336869329214096,Black men,Non-white,Alabama,A few times a month,Protestant/Do not attend weekly,No children in home,Yes,No,No,No,The economy,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,Protestant
7630,40348,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,65 or over,White 60+,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Rural,Other,Version 3,.783594727516174,White women,White,Minnesota,A few times a month,Protestant/Do not attend weekly,No children in home,No,No,No,No,Omit,No,Women without children,Strongly disapprove,Somewhat important,The Democratic Party,Support,Somewhat serious,Non married women,No,Protestant
7631,40352,The Democratic candidate,The Democratic candidate,Male,,18-24,White 18-29,2,Attended college but received no degree,No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,East,Rural,Other,Version 3,.946484923362732,White men,White,New Hampshire,Never,All others,No children in home,No,No,No,No,Health care,No,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Non married men,No,None
7639,40386,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,2,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 3,1.85120165348053,White men,White,New Hampshire,A few times a year,Catholic/Do not attend weekly,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married men,Yes,Catholic
7645,40411,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,45-49,Black 45-59,2,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,Suburbs,Other,Version 3,.908770859241486,Black women,Non-white, Maryland,A few times a year,Protestant/Do not attend weekly,"Yes, only boys",Yes,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,Protestant
7646,40412,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,45-49,Black 45-59,2,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,East,Suburbs,Other,Version 3,.908770859241486,Black women,Non-white, Maryland,A few times a year,Protestant/Do not attend weekly,"Yes, only boys",Yes,Yes,Yes,No,Health care,No,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Non married women,No,Protestant
7649,40423,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,1,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,West,Rural,Other,Version 3,.101346433162689,White women,White,Wyoming,Never,All others,No children in home,No,No,No,No,Gun policy,Yes,Women without children,Somewhat approve,Very important,The Republican Party,Support,Somewhat serious,Married women,Yes,None
7651,40426,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 3,1.85120165348053,White men,White,New Hampshire,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Men without children,Strongly disapprove,Very important,The Democratic Party,Support,Not too serious,Married men,No,Other
7653,40439,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,60-64,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Rural,Other,Version 3,.783594727516174,White women,White,Minnesota,A few times a year,All others,No children in home,No,No,No,No,Health care,Yes,Women without children,Strongly disapprove,Very important,The Democratic Party,Support,Somewhat serious,Married women,No,Other
7657,40458,The Republican candidate,,Female,The Republican candidate,45-49,White 45-59,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,West,Suburbs,White suburban women,Version 3,.11751364916563,White women,White, Utah,A few times a year,All others,No children in home,No,No,No,No,The economy,Yes,Women without children,Somewhat approve,Very important,The Republican Party,Support,Somewhat serious,Married women,No,None
7664,40476,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,White 30-44,3,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,Suburbs,White suburban women,Version 3,.802589058876038,White women,White,Texas,A few times a year,All others,"Yes, both boys and girls",No,Yes,Yes,Yes,Gun policy,Yes,Women with children,Strongly disapprove,Very important,The Democratic Party,Support,Very serious,Married women,No,Other Christian
7680,40547,The Republican candidate,The Republican candidate,Male,The Republican candidate,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Rural,Other,Version 3,.313378393650055,White men,White, Nebraska,A few times a month,Protestant/Do not attend weekly,"Yes, only boys",No,Yes,Yes,No,The economy,Yes,Men with children,Strongly disapprove,Somewhat important,The Republican Party,Support,Somewhat serious,Married men,Yes,Protestant
