,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
3948,31104,1,1.0,2,1.0,7,4,2,4,2.0,2,1,2,1,5,1,4,1,2,Version 4,.916846692562103,2,1,6,2,1,2,2,2,3,4.0,2.0,1.0,3,2,3,3
3962,31128,1,1.0,1,1.0,7,4,26,1,2.0,2,1,1,1,5,1,4,2,3,Version 4,.760896146297455,1,1,30,2,1,2,2,2,3,3.0,2.0,2.0,3,3,3,3
3967,31142,1,1.0,2,1.0,5,3,13,5,2.0,2,1,2,2,7,1,4,3,3,Version 4,.506381630897522,2,1,30,2,1,2,2,1,3,4.0,2.0,2.0,1,2,2,3
3969,31144,1,1.0,1,1.0,8,4,2,4,2.0,2,1,1,2,7,1,4,1,1,Version 4,.743552684783936,1,1,6,2,1,2,2,3,3,2.0,1.0,2.0,3,3,2,3
3971,31149,1,1.0,1,1.0,5,3,26,4,2.0,2,1,1,2,7,1,4,2,3,Version 4,.496156394481659,1,1,30,2,1,2,2,2,2,3.0,2.0,2.0,2,2,2,3
3975,31158,2,,1,2.0,4,2,4,3,2.0,1,2,5,1,2,1,3,1,1,Version 4,.606526732444763,1,1,44,1,2,1,1,1,2,2.0,1.0,2.0,2,1,2,3
3978,31163,1,1.0,1,1.0,1,13,14,2,2.0,8,1,1,2,7,5,4,3,3,Version 4,.327460527420044,7,2,30,2,1,2,2,2,3,1.0,3.0,2.0,4,3,3,3
3979,31164,2,,2,2.0,5,11,5,2,1.0,1,2,6,1,2,1,4,1,3,Version 4,1.02473783493042,6,2,28,1,2,1,1,1,1,4.0,4.0,2.0,2,1,1,3
3980,31165,1,,1,,3,2,3,5,2.0,2,1,1,2,7,1,3,3,3,Version 4,.536872684955597,1,1,15,2,1,2,2,2,3,3.0,2.0,2.0,5,2,2,3
3992,31187,2,2.0,1,2.0,5,3,2,4,2.0,1,2,5,3,1,1,4,1,1,Version 4,1.25439667701721,1,1,30,1,2,1,1,2,2,4.0,2.0,2.0,1,3,1,3
3997,31199,2,,2,2.0,4,2,1,2,2.0,3,4,4,3,3,1,4,4,3,Version 4,1.20253801345825,2,1,45,1,2,1,1,2,1,5.0,2.0,2.0,2,1,1,3
3998,31200,2,,2,2.0,4,2,1,2,2.0,3,4,4,3,3,1,4,4,3,Version 4,1.20253801345825,2,1,45,1,2,1,1,2,1,5.0,2.0,2.0,2,1,1,3
4003,31211,2,2.0,1,2.0,8,4,9,5,,3,3,3,1,4,1,4,2,3,Version 4,.926052749156952,1,1,36,1,3,5,1,1,1,3.0,2.0,2.0,1,2,2,2
4010,31223,1,3.0,1,1.0,4,2,20,3,2.0,2,1,1,1,5,1,4,2,3,Version 4,.483269214630127,1,1,30,2,2,3,2,2,3,4.0,2.0,2.0,3,2,3,3
4016,31235,1,,1,1.0,6,3,5,4,2.0,2,1,1,1,5,1,4,1,1,Version 4,.601296901702881,1,1,28,2,1,2,2,2,3,4.0,2.0,2.0,2,4,3,3
4017,31236,1,1.0,2,1.0,4,6,2,4,2.0,4,1,2,2,7,2,4,1,3,Version 4,1.26517295837402,4,2,30,2,1,2,2,2,3,5.0,4.0,2.0,2,3,3,3
4021,31248,2,,2,2.0,6,3,4,1,2.0,1,2,6,3,1,1,3,1,2,Version 4,.713095366954803,2,1,44,1,2,1,1,1,2,3.0,2.0,2.0,2,1,1,3
4025,31253,1,,1,,5,7,9,2,2.0,4,1,1,1,5,2,3,5,3,Version 4,.324613839387894,3,2,31,2,1,2,2,3,2,1.0,3.0,2.0,3,3,3,3
4029,31262,1,1.0,2,1.0,7,4,13,4,2.0,2,1,2,2,7,1,4,3,3,Version 4,.776577353477478,2,1,30,2,1,2,2,2,3,4.0,2.0,1.0,2,3,2,3
4035,31279,1,,1,1.0,7,4,2,4,2.0,3,3,3,1,4,1,4,1,1,Version 4,1.03740477561951,1,1,28,2,1,2,2,2,3,4.0,2.0,2.0,2,3,3,3
4040,31288,1,1.0,1,1.0,8,4,26,5,2.0,3,3,3,1,4,1,4,2,3,Version 4,.760896146297455,1,1,30,2,1,2,2,2,3,4.0,2.0,2.0,2,3,3,3
4042,31290,1,1.0,2,1.0,6,3,13,5,2.0,2,1,2,2,7,1,4,3,3,Version 4,.506381630897522,2,1,30,2,2,3,2,3,3,3.0,2.0,1.0,2,3,3,3
4043,31291,1,1.0,2,1.0,7,8,2,5,,4,1,2,2,7,2,4,1,3,Version 4,1.03649127483368,4,2,6,2,1,2,2,2,3,5.0,4.0,2.0,2,1,3,3
4046,31295,1,1.0,2,,7,4,3,2,2.0,2,1,2,1,5,1,2,1,2,Version 4,1.14289021492004,2,1,11,2,1,2,2,3,3,2.0,1.0,2.0,2,3,3,3
4055,31315,1,1.0,1,1.0,3,2,2,5,2.0,2,1,1,2,7,1,4,1,1,Version 4,.907603204250336,1,1,30,2,1,2,2,2,3,4.0,2.0,2.0,3,3,3,3
4059,31322,1,1.0,1,1.0,3,2,13,4,2.0,2,1,1,2,7,1,4,3,3,Version 4,.410670012235641,1,1,30,2,1,2,2,1,3,4.0,2.0,2.0,3,2,2,3
4065,31337,2,2.0,1,1.0,3,2,21,5,2.0,1,2,5,1,2,1,4,5,3,Version 4,2.33773922920227,1,1,30,2,1,4,1,2,2,3.0,2.0,2.0,3,1,2,3
4078,31362,1,1.0,1,1.0,4,2,5,3,2.0,3,3,3,2,6,1,2,1,1,Version 4,.603748500347137,1,1,33,2,1,2,2,2,3,2.0,1.0,2.0,2,2,2,3
4081,31370,3,1.0,2,,6,3,16,2,2.0,3,4,4,3,3,1,2,1,2,Version 4,.940440118312836,2,1,11,3,3,5,3,2,2,3.0,2.0,2.0,3,3,2,3
4084,31377,2,2.0,1,2.0,5,3,4,3,2.0,1,2,5,3,1,1,4,1,1,Version 4,.695003509521484,1,1,30,1,2,1,1,1,2,4.0,2.0,2.0,2,1,1,3
4095,31396,1,,1,,4,2,5,2,2.0,3,4,3,1,4,1,4,1,1,Version 4,.601296901702881,1,1,28,3,1,2,2,2,2,4.0,2.0,2.0,3,2,2,3
4096,31397,1,2.0,2,,6,3,16,3,2.0,3,3,4,1,4,1,2,1,2,Version 4,.51515406370163,2,1,11,1,1,4,1,1,3,3.0,2.0,2.0,3,3,3,3
4108,31421,1,,1,1.0,3,2,9,5,2.0,2,1,1,2,7,1,4,1,1,Version 4,.505089402198792,1,1,28,2,1,2,2,2,3,3.0,2.0,2.0,2,2,2,3
4110,31423,1,1.0,1,,6,7,3,2,2.0,4,1,1,2,7,2,2,1,3,Version 4,.481072545051575,3,2,11,2,1,2,2,2,2,3.0,4.0,2.0,3,3,3,3
4121,31446,2,1.0,2,2.0,3,2,13,4,2.0,3,3,4,1,4,1,4,3,3,Version 4,.699869096279144,2,1,30,1,2,3,2,1,2,4.0,2.0,2.0,1,2,2,3
4125,31454,2,2.0,2,2.0,6,3,4,5,2.0,3,3,4,1,4,1,4,1,2,Version 4,.856982529163361,2,1,30,1,2,1,1,2,2,4.0,2.0,2.0,2,3,2,3
4130,31461,1,1.0,1,,8,4,6,5,2.0,3,3,3,1,4,1,2,1,1,Version 4,.789462864398956,1,1,11,2,1,5,3,2,2,3.0,2.0,2.0,2,3,2,3
4141,31484,1,,2,1.0,2,1,1,5,2.0,3,3,4,2,6,1,4,4,3,Version 4,.737810850143433,2,1,45,2,2,3,2,2,3,4.0,2.0,2.0,2,3,3,3
4142,31487,1,1.0,1,1.0,3,2,13,4,2.0,2,1,1,2,7,1,4,3,3,Version 4,.410670012235641,1,1,30,2,1,2,2,3,2,2.0,1.0,1.0,3,2,3,3
4152,31506,1,,2,,4,6,3,4,2.0,4,1,2,1,5,2,3,3,3,Version 4,.43253430724144,4,2,15,2,1,2,2,1,3,4.0,4.0,2.0,2,3,3,3
4163,31531,2,2.0,1,,8,4,17,4,2.0,1,2,5,3,1,1,2,5,3,Version 4,1.26814913749695,1,1,11,1,2,1,1,1,1,3.0,2.0,2.0,2,1,2,2
4165,31535,1,1.0,1,1.0,7,12,11,4,1.0,6,1,1,1,5,3,4,3,3,Version 4,.983917415142059,5,2,30,2,1,2,2,2,2,4.0,4.0,2.0,2,4,3,3
4167,31538,1,1.0,2,,6,3,9,2,2.0,3,3,4,1,4,1,2,2,3,Version 4,.538437008857727,2,1,33,1,1,2,2,1,3,1.0,1.0,2.0,2,1,3,3
4172,31546,1,1.0,1,,6,3,6,5,2.0,2,1,1,2,7,1,2,1,1,Version 4,.444108754396439,1,1,11,2,1,2,2,1,3,5.0,2.0,2.0,1,1,2,3
4183,31569,1,,2,1.0,6,7,2,1,2.0,4,1,2,1,5,2,4,1,3,Version 4,.743746757507324,4,2,28,2,1,2,2,2,3,1.0,3.0,2.0,2,2,3,3
4184,31570,2,2.0,2,2.0,6,3,15,1,2.0,1,2,6,1,2,1,2,1,2,Version 4,.864915192127228,2,1,33,1,2,1,1,2,2,4.0,2.0,2.0,2,2,2,2
4185,31571,2,,1,2.0,8,4,2,4,2.0,1,2,5,1,2,1,4,1,1,Version 4,1.43379509449005,1,1,28,2,2,1,1,1,1,3.0,2.0,2.0,2,3,2,3
4189,31581,2,2.0,1,2.0,4,2,8,4,2.0,1,2,5,1,2,1,2,1,1,Version 4,.775862395763397,1,1,33,1,2,1,1,1,2,3.0,2.0,2.0,2,1,1,3
4190,31583,1,1.0,2,,3,6,3,2,2.0,4,1,2,3,5,2,2,1,3,Version 4,.489659518003464,4,2,11,2,1,2,2,2,3,2.0,3.0,2.0,2,2,2,3
4196,31599,1,,1,,3,6,3,5,2.0,4,1,1,1,5,2,3,3,3,Version 4,.367894172668457,3,2,15,2,1,2,2,2,2,4.0,4.0,2.0,3,3,3,3
4209,31619,2,2.0,1,2.0,8,4,5,1,2.0,1,2,5,1,2,1,4,5,3,Version 4,.671966314315796,1,1,6,1,2,1,1,2,2,4.0,2.0,2.0,2,2,2,2
4212,31624,1,,2,1.0,6,3,9,5,2.0,2,1,2,1,5,1,4,1,2,Version 4,.62280660867691,2,1,28,2,1,2,2,1,3,5.0,2.0,2.0,2,1,2,3
4219,31637,1,1.0,2,,3,2,6,5,2.0,1,2,6,1,2,1,2,1,2,Version 4,.508285343647003,2,1,11,2,2,1,1,3,2,4.0,2.0,1.0,4,3,3,3
4220,31641,2,2.0,2,,5,13,1,5,2.0,1,2,6,1,2,5,2,1,3,Version 4,1.0378999710083,7,2,11,1,2,1,1,1,2,5.0,4.0,2.0,2,2,2,3
4224,31648,2,,1,2.0,5,3,2,4,2.0,1,2,5,3,1,1,4,1,1,Version 4,.737411737442017,1,1,28,1,2,1,1,2,2,4.0,2.0,2.0,2,2,2,3
4231,31664,1,1.0,1,1.0,3,2,20,5,2.0,2,1,1,1,5,1,4,2,3,Version 4,.664495229721069,1,1,30,2,1,2,2,1,3,5.0,2.0,2.0,2,1,2,3
4233,31666,1,,1,1.0,3,10,5,4,2.0,6,1,1,1,5,3,4,1,3,Version 4,.601296901702881,5,2,28,2,1,2,2,3,3,4.0,4.0,2.0,3,3,3,3
4236,31671,1,1.0,1,1.0,2,1,2,4,2.0,3,3,3,2,6,1,4,1,1,Version 4,.711643934249878,1,1,30,2,1,2,2,2,3,4.0,2.0,2.0,2,3,2,3
4246,31687,2,,1,2.0,5,3,4,3,2.0,2,1,1,3,5,1,2,1,1,Version 4,1.32944428920746,1,1,12,1,2,1,1,1,2,2.0,1.0,2.0,2,1,1,3
4252,31703,1,1.0,1,,6,7,3,4,2.0,4,1,1,2,7,2,2,1,3,Version 4,.481072545051575,3,2,11,2,1,2,2,3,3,3.0,4.0,2.0,3,3,3,3
4253,31704,1,1.0,1,,6,7,3,4,2.0,4,1,1,2,7,2,2,1,3,Version 4,.481072545051575,3,2,11,2,1,2,2,3,3,3.0,4.0,2.0,3,3,3,3
4273,31745,2,2.0,2,,4,2,16,3,2.0,2,1,2,3,5,1,2,1,2,Version 4,.827514827251434,2,1,11,1,2,3,2,2,2,4.0,2.0,2.0,2,1,3,3
4276,31748,1,,1,1.0,5,7,8,4,2.0,4,1,1,1,5,2,2,2,3,Version 4,.897760510444641,3,2,12,2,1,2,2,1,3,3.0,4.0,2.0,3,3,3,3
4283,31767,1,1.0,1,,6,3,5,4,2.0,2,1,1,1,5,1,2,3,3,Version 4,.340215444564819,1,1,11,2,1,2,2,2,3,3.0,2.0,2.0,2,3,3,3
4290,31784,2,2.0,1,,5,3,1,5,2.0,1,2,5,3,1,1,2,1,1,Version 4,.906853675842285,1,1,11,1,2,1,1,1,2,4.0,2.0,2.0,2,2,1,3
4297,31797,1,1.0,1,1.0,7,4,21,5,2.0,2,1,1,2,7,1,4,5,3,Version 4,2.59396409988403,1,1,30,2,1,2,2,2,3,5.0,2.0,2.0,1,2,3,3
4298,31801,2,,1,2.0,6,3,3,3,2.0,1,2,5,1,2,1,2,5,3,Version 4,1.48584949970245,1,1,12,1,2,1,1,1,1,3.0,2.0,2.0,2,1,1,3
4302,31809,2,2.0,2,2.0,3,2,15,1,2.0,3,3,4,3,3,1,2,1,2,Version 4,.864915192127228,2,1,33,1,2,3,2,2,2,2.0,1.0,1.0,2,2,2,3
4315,31842,1,1.0,1,1.0,8,4,9,5,2.0,2,1,1,1,5,1,2,2,3,Version 4,.836293995380402,1,1,33,2,1,2,2,2,3,1.0,1.0,2.0,2,2,2,3
4317,31846,1,,2,1.0,6,3,2,3,2.0,2,1,2,1,5,1,4,1,2,Version 4,.657894313335419,2,1,28,2,1,2,2,3,3,4.0,2.0,2.0,2,1,3,3
4318,31847,1,,2,1.0,6,3,2,3,2.0,2,1,2,1,5,1,4,1,2,Version 4,.657894313335419,2,1,28,2,1,2,2,3,3,4.0,2.0,2.0,2,1,3,3
4328,31875,2,2.0,1,1.0,6,3,5,4,2.0,1,2,5,3,1,1,4,5,3,Version 4,.438168078660965,1,1,6,1,2,1,1,2,2,4.0,2.0,2.0,2,3,2,1
4335,31892,1,1.0,2,,6,7,6,5,2.0,4,1,2,2,7,2,2,1,3,Version 4,.387114673852921,4,2,11,2,1,2,2,2,3,5.0,4.0,2.0,1,3,2,3
4337,31895,2,2.0,2,1.0,5,3,21,4,2.0,3,3,4,1,4,1,4,5,3,Version 4,2.88257765769959,2,1,30,2,2,3,2,4,2,4.0,2.0,2.0,2,2,2,3
4338,31896,2,3.0,1,,6,3,16,2,2.0,1,2,5,1,2,1,2,1,1,Version 4,.723031997680664,1,1,11,1,2,1,1,1,4,2.0,1.0,2.0,3,2,2,3
4343,31907,1,2.0,2,,5,3,5,5,2.0,2,1,2,2,7,1,2,3,3,Version 4,.389378786087036,2,1,11,2,1,2,2,2,3,5.0,2.0,2.0,2,3,3,3
4347,31922,2,,2,2.0,3,2,8,4,2.0,3,3,4,1,4,1,2,2,3,Version 4,1.92730641365051,2,1,12,2,2,1,1,1,1,2.0,1.0,2.0,1,1,2,3
4348,31923,2,,2,2.0,3,2,8,4,2.0,3,3,4,1,4,1,2,2,3,Version 4,1.92730641365051,2,1,12,2,2,1,1,1,1,2.0,1.0,2.0,1,1,2,3
4350,31933,2,2.0,1,2.0,6,3,5,3,2.0,1,2,5,1,2,1,4,5,3,Version 4,.438168078660965,1,1,6,1,2,1,1,2,1,4.0,2.0,2.0,3,3,1,3
4351,31936,1,1.0,1,1.0,7,8,9,4,2.0,5,3,3,2,6,2,2,2,3,Version 4,.636928975582123,3,2,33,2,3,5,2,2,2,2.0,3.0,1.0,4,3,3,3
4352,31937,2,2.0,1,,7,8,1,5,2.0,5,3,3,1,4,2,2,1,3,Version 4,1.2277547121048,3,2,11,1,2,1,1,1,2,5.0,4.0,2.0,2,2,1,3
4353,31938,2,2.0,1,,8,4,16,1,2.0,1,2,5,2,2,1,2,1,1,Version 4,1.2852863073349,1,1,11,1,2,1,1,2,1,2.0,1.0,2.0,4,2,1,3
4362,31957,3,3.0,1,,6,3,17,3,2.0,3,4,3,1,4,1,2,5,3,Version 4,.810743272304535,1,1,11,2,1,4,1,2,3,3.0,2.0,2.0,2,2,3,3
4365,31968,2,2.0,2,,4,2,5,4,2.0,3,3,4,1,4,1,2,3,3,Version 4,.62547641992569,2,1,11,2,1,2,2,2,2,5.0,2.0,2.0,2,3,3,3
4366,31969,2,2.0,2,,6,3,1,4,2.0,1,2,6,3,1,1,2,1,2,Version 4,1.0378999710083,2,1,11,1,2,1,1,1,1,5.0,2.0,2.0,1,1,1,3
4368,31975,2,2.0,1,2.0,4,2,8,1,2.0,3,3,3,1,4,1,2,1,1,Version 4,.775862395763397,1,1,33,2,2,1,1,2,2,3.0,2.0,2.0,2,2,2,3
4397,32062,2,,2,2.0,8,4,3,1,2.0,3,3,4,3,3,1,2,5,3,Version 4,3.0229811668396,2,1,12,1,2,3,2,2,1,3.0,2.0,2.0,1,2,1,3
4399,32065,1,2.0,1,,7,4,6,4,2.0,2,1,1,2,7,1,2,1,1,Version 4,.789462864398956,1,1,11,2,1,2,2,1,3,5.0,2.0,2.0,3,3,3,3
4402,32068,2,2.0,2,2.0,6,3,2,3,2.0,1,2,6,1,2,1,4,1,2,Version 4,1.21955215930939,2,1,30,1,2,3,2,2,2,4.0,2.0,2.0,2,3,3,2
4404,32072,1,,2,1.0,2,5,2,4,2.0,5,4,4,2,6,2,4,1,3,Version 4,.739370465278625,4,2,28,2,1,2,2,3,4,1.0,3.0,1.0,3,3,3,3
4406,32074,1,1.0,1,1.0,6,11,9,2,1.0,6,1,1,1,5,3,2,2,3,Version 4,.470453411340714,5,2,33,2,1,4,1,2,3,3.0,4.0,2.0,2,2,3,3
4410,32092,1,1.0,2,,7,12,17,1,1.0,6,1,2,2,7,3,2,5,3,Version 4,.903545379638672,6,2,11,1,1,2,2,1,2,2.0,3.0,2.0,3,3,3,1
4415,32099,1,3.0,1,,5,3,1,5,2.0,2,1,1,2,7,1,2,1,1,Version 4,.564545035362244,1,1,11,2,1,2,2,2,3,5.0,2.0,2.0,3,2,2,3
4421,32111,1,,1,1.0,3,2,9,5,2.0,2,1,1,2,7,1,4,1,1,Version 4,.505089402198792,1,1,28,2,1,2,2,2,3,4.0,2.0,2.0,2,1,3,3
4427,32126,2,2.0,2,2.0,6,3,26,2,2.0,1,2,6,3,1,1,4,2,3,Version 4,.834430396556854,2,1,30,2,2,1,1,1,1,2.0,1.0,2.0,2,1,2,2
4431,32134,1,1.0,2,1.0,8,4,15,1,2.0,2,1,2,1,5,1,2,1,2,Version 4,.95714396238327,2,1,33,2,1,2,2,2,3,2.0,1.0,2.0,2,2,3,3
4433,32142,1,1.0,2,1.0,3,2,13,5,2.0,2,1,2,2,7,1,2,1,2,Version 4,.567940413951874,2,1,33,2,1,2,2,1,3,2.0,1.0,2.0,3,2,3,3
4439,32156,1,1.0,2,1.0,5,7,9,4,2.0,5,3,4,1,4,2,2,2,3,Version 4,.410078436136246,4,2,33,2,1,2,2,2,2,4.0,4.0,2.0,3,2,1,3
4444,32167,2,,2,2.0,7,4,3,4,2.0,1,2,6,3,1,1,2,5,3,Version 4,3.0229811668396,2,1,12,1,2,1,1,2,2,3.0,2.0,2.0,2,2,2,3
4449,32180,1,1.0,2,1.0,3,10,2,5,1.0,6,1,2,1,5,3,4,1,3,Version 4,.882391929626465,6,2,30,2,1,2,2,2,3,4.0,4.0,2.0,2,1,2,3
4450,32181,1,1.0,2,1.0,3,10,2,5,1.0,6,1,2,1,5,3,4,1,3,Version 4,.882391929626465,6,2,30,2,1,2,2,2,3,4.0,4.0,2.0,2,1,2,3
4455,32187,1,1.0,1,1.0,1,1,26,5,2.0,2,1,1,2,7,1,4,2,3,Version 4,.383913189172745,1,1,30,1,1,2,2,2,3,1.0,1.0,1.0,2,4,1,3
4457,32193,1,,2,2.0,7,4,5,4,2.0,3,3,4,1,4,1,4,1,2,Version 4,2.55836915969849,2,1,28,2,2,3,2,3,3,4.0,2.0,2.0,2,3,3,3
4464,32215,1,,2,1.0,3,10,9,4,1.0,7,3,4,1,4,3,4,1,3,Version 4,.62280660867691,6,2,28,2,1,4,1,1,3,5.0,4.0,2.0,2,1,2,3
4471,32227,1,1.0,1,1.0,7,4,13,2,2.0,2,1,1,2,7,1,2,1,1,Version 4,.882118344306946,1,1,33,2,1,2,2,2,3,2.0,1.0,2.0,2,2,3,3
4478,32240,1,1.0,1,1.0,6,7,9,2,2.0,4,1,1,3,5,2,2,2,3,Version 4,.402887046337128,3,2,33,2,1,2,2,2,2,3.0,4.0,2.0,3,3,3,3
4485,32258,2,1.0,1,1.0,6,3,26,3,2.0,3,3,3,1,4,1,4,2,3,Version 4,.676713943481445,1,1,30,2,1,2,2,1,2,4.0,2.0,2.0,2,3,2,3
4486,32259,2,1.0,1,1.0,6,3,26,3,2.0,3,3,3,1,4,1,4,2,3,Version 4,.676713943481445,1,1,30,2,1,2,2,1,2,4.0,2.0,2.0,2,3,2,3
4495,32278,1,1.0,2,1.0,7,12,15,1,1.0,6,1,2,3,5,2,4,3,3,Version 4,.69309264421463,6,2,30,3,1,2,2,3,3,1.0,3.0,2.0,2,3,2,3
4497,32281,1,1.0,2,,2,5,3,2,2.0,4,1,2,1,5,2,2,3,3,Version 4,.59425938129425,4,2,11,1,2,1,1,2,1,3.0,4.0,2.0,2,3,3,1
4505,32294,1,1.0,1,1.0,8,4,5,1,2.0,3,3,3,1,4,1,4,5,3,Version 4,.60095351934433,1,1,6,2,1,2,2,2,2,2.0,1.0,2.0,3,2,2,2
4527,32338,2,,2,2.0,5,3,3,2,2.0,1,2,6,1,2,1,2,5,3,Version 4,1.70056438446045,2,1,12,1,2,1,1,1,1,4.0,2.0,2.0,1,1,1,2
4528,32339,1,3.0,2,1.0,2,9,15,2,1.0,6,1,2,2,7,3,4,3,3,Version 4,.313460141420364,6,2,30,1,1,2,2,1,3,1.0,3.0,2.0,2,3,2,3
4533,32349,1,1.0,1,3.0,3,2,1,5,2.0,2,1,1,2,7,1,4,5,3,Version 4,.174565896391869,1,1,17,2,1,2,2,2,3,5.0,2.0,2.0,3,2,3,3
4534,32350,2,2.0,1,,7,12,6,4,1.0,7,3,3,1,4,1,2,1,3,Version 4,1.26814913749695,5,2,11,1,2,1,1,1,1,3.0,4.0,2.0,2,1,1,3
4535,32351,2,2.0,1,,7,12,6,4,1.0,7,3,3,1,4,1,2,1,3,Version 4,1.26814913749695,5,2,11,1,2,1,1,1,1,3.0,4.0,2.0,2,1,1,3
4539,32363,2,2.0,2,2.0,3,2,20,4,2.0,1,2,6,3,1,1,4,2,3,Version 4,.82359367609024,2,1,30,1,2,1,1,1,1,3.0,2.0,2.0,1,1,1,1
4540,32364,1,1.0,2,,6,3,17,4,2.0,2,1,2,1,5,1,2,5,3,Version 4,.508285343647003,2,1,11,2,1,2,2,2,3,4.0,2.0,2.0,2,2,2,3
4542,32367,1,1.0,1,1.0,1,1,12,1,2.0,1,2,5,2,2,1,2,3,3,Version 4,.392687380313873,1,1,33,2,1,2,2,2,3,1.0,1.0,2.0,2,3,3,3
4550,32385,3,2.0,2,2.0,4,2,2,5,2.0,3,4,4,3,3,1,4,1,2,Version 4,.518843770027161,2,1,30,1,2,3,2,1,2,5.0,2.0,2.0,2,2,2,3
4551,32386,1,1.0,1,1.0,6,3,5,5,2.0,3,3,3,1,4,1,4,5,3,Version 4,.391862899065018,1,1,6,2,1,2,2,3,3,4.0,2.0,2.0,2,3,2,3
4554,32395,1,1.0,1,1.0,3,6,15,2,2.0,4,1,1,2,7,2,4,3,3,Version 4,.366521596908569,3,2,30,2,1,2,2,2,3,2.0,3.0,2.0,3,2,2,3
4559,32403,2,2.0,1,2.0,6,3,4,2,2.0,3,4,3,1,4,1,2,5,3,Version 4,.923645794391632,1,1,33,1,3,5,3,1,2,3.0,2.0,2.0,2,1,1,4
4562,32412,2,2.0,2,,8,4,3,2,2.0,1,2,6,1,2,1,2,1,2,Version 4,2.01584029197693,2,1,11,1,2,1,1,1,2,4.0,2.0,2.0,2,2,4,4
4567,32425,1,2.0,2,1.0,8,4,5,1,2.0,1,2,6,3,1,1,4,5,3,Version 4,.74101310968399,2,1,6,1,2,1,1,2,1,3.0,2.0,2.0,3,3,1,2
4568,32426,1,2.0,2,1.0,8,4,5,1,2.0,1,2,6,3,1,1,4,5,3,Version 4,.74101310968399,2,1,6,1,2,1,1,2,1,3.0,2.0,2.0,3,3,1,2
4575,32442,1,1.0,2,1.0,2,5,12,4,2.0,4,1,2,2,7,2,2,3,3,Version 4,.392687380313873,4,2,33,2,1,2,2,3,3,1.0,3.0,2.0,2,3,2,3
4577,32445,1,2.0,2,,6,3,3,2,2.0,1,2,6,1,2,1,2,3,3,Version 4,.794195890426636,2,1,11,2,1,2,2,2,2,2.0,1.0,2.0,3,3,3,3
4580,32448,2,2.0,2,2.0,6,3,4,3,2.0,1,2,6,3,1,1,2,5,3,Version 4,1.0571186542511,2,1,33,1,2,1,1,2,2,2.0,1.0,2.0,3,2,2,3
4581,32452,2,2.0,1,,1,1,14,4,2.0,1,2,5,1,2,1,2,1,1,Version 4,.610934495925903,1,1,11,2,2,1,1,1,2,1.0,1.0,2.0,2,1,2,3
4586,32459,4,1.0,1,1.0,3,10,15,3,1.0,7,4,3,1,4,2,4,3,3,Version 4,.390059947967529,5,2,30,2,1,2,2,3,3,1.0,3.0,2.0,4,3,3,3
4592,32474,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,2,7,1,2,3,3,Version 4,.392687380313873,1,1,33,2,1,2,2,2,3,3.0,2.0,2.0,3,3,3,3
4593,32475,1,1.0,2,1.0,6,3,4,4,2.0,3,3,4,1,4,1,4,1,2,Version 4,.620059192180634,2,1,30,2,1,4,1,2,2,4.0,2.0,2.0,2,3,2,3
4594,32477,3,2.0,2,2.0,6,7,2,1,2.0,1,2,6,3,1,2,2,2,3,Version 4,1.04806673526764,4,2,33,1,1,4,1,1,1,3.0,4.0,2.0,1,1,1,1
4596,32481,1,,1,1.0,3,10,1,1,1.0,6,1,1,1,5,3,2,1,3,Version 4,.413810461759567,5,2,12,2,1,2,2,2,3,1.0,3.0,2.0,4,3,3,3
4605,32497,1,1.0,2,,7,12,3,2,1.0,6,1,2,1,5,3,2,1,3,Version 4,1.25492405891418,6,2,11,2,1,2,2,2,2,3.0,4.0,2.0,2,2,2,3
4618,32519,1,1.0,1,1.0,3,6,15,2,2.0,4,1,1,2,7,2,4,3,3,Version 4,.366521596908569,3,2,30,2,1,2,2,3,3,2.0,3.0,2.0,3,3,3,3
4619,32520,1,1.0,1,1.0,3,6,15,2,2.0,4,1,1,2,7,2,4,3,3,Version 4,.366521596908569,3,2,30,2,1,2,2,3,3,2.0,3.0,2.0,3,3,3,3
4623,32526,1,1.0,2,,7,4,3,2,2.0,3,3,4,1,4,1,2,1,2,Version 4,1.25492405891418,2,1,11,2,1,2,2,2,3,4.0,2.0,2.0,2,2,3,3
4626,32534,1,1.0,2,1.0,3,2,4,3,2.0,1,2,6,3,1,1,2,5,3,Version 4,.658089637756348,2,1,33,2,1,2,2,1,2,2.0,1.0,2.0,3,3,3,3
4627,32536,2,2.0,1,2.0,8,4,1,4,2.0,1,2,5,1,2,1,4,5,3,Version 4,.299345523118973,1,1,17,1,2,1,1,1,1,4.0,2.0,2.0,2,1,1,1
4630,32544,2,3.0,2,,4,6,1,5,2.0,5,3,4,3,3,2,2,3,3,Version 4,.43924880027771,4,2,11,2,1,2,2,2,2,4.0,4.0,2.0,2,3,2,3
