,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
4664,32609,The Democratic candidate,The Democratic candidate,Female,,30-39,White 30-44,12,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,Midwest,Suburbs,White suburban women,Version 1,.693919956684113,White women,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,Yes,Keep it as is
4676,32640,The Republican candidate,The Republican candidate,Male,,50-59,White 45-59,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,.816481351852417,White men,White, Illinois,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
4677,32641,The Democratic candidate,The Democratic candidate,Female,Other,60-64,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.267710953950882,White women,White,Maine,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4682,32649,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,14,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 1,.583938717842102,White men,White,Ohio,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
4683,32651,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 1,.340215444564819,White women,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4686,32662,The Republican candidate,The Republican candidate,Female,,30-39,White 30-44,12,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban women,Version 1,1.11467432975769,White women,White, Illinois,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
4695,32679,The Democratic candidate,The Democratic candidate,Male,Other,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.215250611305237,White men,White,Maine,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4697,32684,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,White 18-29,12,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 1,.449433267116547,White men,White,Ohio,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
4700,32693,The Democratic candidate,The Republican candidate,Female,,65 or over,White 60+,14,Never attended college,No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban women,Version 1,.789462864398956,White women,White, Illinois,No,Oppose,Strongly disapprove,Donald Trump,No difference,The Democratic Party,No,No,Keep it as is
4701,32699,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,2,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 1,.56404185295105,White women,White,Ohio,Yes,Oppose,Somewhat disapprove,Other,No difference,The Democratic Party,No,No,Keep it as is
4705,32704,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,White 18-29,13,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,"Cities over 500,000",Other,Version 1,.254212766885757,White women,White, New York,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4709,32711,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 1,1.25492405891418,White men,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4712,32719,The Democratic candidate,,Female,,40-44,Black 30-44,5,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,Suburbs,Other,Version 1,.30112162232399,Black women,Non-white, Louisiana,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Omit
4714,32721,The Democratic candidate,The Democratic candidate,Female,,45-49,White 45-59,2,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.41784593462944,White women,White,New Hampshire,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4715,32723,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 1,.583938717842102,White men,White,Ohio,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4726,32743,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,Black 45-59,9,Attended college but received no degree,No,Black Independent,Something else,Independent Women,Moderate,Moderate Independents,Black,East,"Cities 10,000-50,000",Other,Version 1,.878084897994995,Black women,Non-white,Pennsylvania,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4728,32748,The Democratic candidate,The Democratic candidate,Female,Other,50-59,White 45-59,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.174565896391869,White women,White,Maine,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
4732,32760,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,14,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,1.45140504837036,White men,White, Illinois,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
4735,32765,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,13,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,Midwest,Suburbs,White suburban men,Version 1,1.62174952030182,White men,White,Ohio,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Omit
4737,32767,The Democratic candidate,The Democratic candidate,Female,,25-29,Latino 18-29,5,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,Midwest,"Cities over 500,000",Other,Version 1,.291353821754456,Latino women,Non-white, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4755,32800,Other,,Male,The Democratic candidate,30-39,White 30-44,9,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,East,"Cities 10,000-50,000",Other,Version 1,1.06309795379639,White men,White,Pennsylvania,Yes,Omit,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,Yes,Overturn it
4761,32816,The Republican candidate,The Republican candidate,Female,The Republican candidate,25-29,White 18-29,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,East,Suburbs,White suburban women,Version 1,.609888553619385,White women,White, Maryland,No,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
4763,32818,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,18-24,White 18-29,12,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 1,.449433267116547,White men,White,Ohio,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Overturn it
4773,32834,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban women,Version 1,.510210037231445,White women,White,Ohio,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4774,32835,The Republican candidate,The Republican candidate,Male,,65 or over,White 60+,14,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban men,Version 1,1.45140504837036,White men,White, Illinois,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
4788,32864,The Republican candidate,,Male,,65 or over,White 60+,5,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,1.0112156867981,White men,White, Louisiana,Omit,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,Yes,Overturn it
4791,32867,The Republican candidate,The Republican candidate,Female,The Democratic candidate,45-49,White 45-59,8,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,1.06430959701538,White women,White,Massachusetts,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
4795,32881,The Democratic candidate,The Democratic candidate,Female,,40-44,White 30-44,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities over 500,000",Other,Version 1,.340215444564819,White women,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4796,32883,The Democratic candidate,The Democratic candidate,Male,,60-64,Black 60+,1,Bachelor's degree (BA or BS),No,Black Independent,Independent,Independent Men,Liberal,Liberal Independents,Black,Midwest,"Cities over 500,000",Other,Version 1,.48608735203743,Black men,Non-white, Illinois,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4800,32891,The Democratic candidate,The Democratic candidate,Female,,50-59,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 1,.41784593462944,White women,White,New Hampshire,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4804,32899,The Democratic candidate,The Republican candidate,Male,,60-64,Black 60+,14,Bachelor's degree (BA or BS),No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,Midwest,Suburbs,Other,Version 1,.688148260116577,Black men,Non-white, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
4814,32916,The Republican candidate,The Republican candidate,Female,,60-64,White 60+,5,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,"Cities 50,000-500,000",Other,Version 1,.640750050544739,White women,White, Georgia,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
4815,32917,The Republican candidate,,Male,The Republican candidate,50-59,Latino 45-59,1,Attended college but received no degree,Yes,Latino Independent,Independent,Independent Men,Conservative,Conservative Independents,Hispanic/Latino,Midwest,Suburbs,Other,Version 1,.760778784751892,Latino men,Non-white,Indiana,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
4816,32919,The Republican candidate,,Male,,65 or over,White 60+,1,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,1.05277252197266,White men,White, Louisiana,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Keep it as is
4818,32925,The Democratic candidate,The Democratic candidate,Male,,25-29,White 18-29,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.403987467288971,White men,White,New Hampshire,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4823,32933,The Democratic candidate,The Republican candidate,Male,The Democratic candidate,45-49,White 45-59,8,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Suburbs,White suburban men,Version 1,1.17367076873779,White men,White,Massachusetts,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
4826,32942,The Democratic candidate,,Male,The Democratic candidate,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,Midwest,Suburbs,White suburban men,Version 1,.473608791828156,White men,White,Indiana,No,Oppose,Somewhat disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4827,32943,The Republican candidate,,Female,,50-59,White 45-59,5,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,South,Suburbs,White suburban women,Version 1,.482531368732452,White women,White, Louisiana,Yes,Support,Strongly approve,Other,The U.S. more safe,The Republican Party,No,No,Keep it as is
4836,32956,The Democratic candidate,The Democratic candidate,Male,,65 or over,White 60+,2,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.790147066116333,White men,White,New Hampshire,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,Yes,No,Keep it as is
4846,32979,The Republican candidate,,Male,,50-59,White 45-59,1,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban men,Version 1,.590627908706665,White men,White, Louisiana,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
4862,33015,The Democratic candidate,The Democratic candidate,Male,Other,50-59,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,"Cities 10,000-50,000",Other,Version 1,.101025849580765,White men,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4869,33031,The Republican candidate,The Republican candidate,Female,The Democratic candidate,18-24,White 18-29,8,Never attended college,No,All Republicans,Republican,Republican Women,Liberal,Mod./Liberal Republicans,White,East,Suburbs,White suburban women,Version 1,.834515988826752,White women,White,Massachusetts,No,Oppose,Somewhat disapprove,Hillary Clinton,No difference,The Republican Party,No,No,Keep it as is
4871,33033,The Republican candidate,,Female,,60-64,White 60+,1,Never attended college,No,White Independent,Independent,Independent Women,Conservative,Conservative Independents,White,South,Suburbs,White suburban women,Version 1,.895440816879272,White women,White, Louisiana,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Omit
4880,33053,The Democratic candidate,The Democratic candidate,Female,Other,45-49,White 45-59,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.102027118206024,White women,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,No difference,The Democratic Party,No,No,Keep it as is
4883,33058,The Democratic candidate,,Female,The Democratic candidate,60-64,White 60+,1,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,East,Suburbs,White suburban women,Version 1,.228861019015312,White women,White,Delaware,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4886,33068,The Democratic candidate,The Democratic candidate,Male,,45-49,Black 45-59,5,Attended college but received no degree,No,Black Independent,Independent,Independent Men,Moderate,Moderate Independents,Black,South,Suburbs,Other,Version 1,.374920576810837,Black men,Non-white,South Carolina,Yes,Oppose,Strongly disapprove,Other,The U.S. more safe,The Democratic Party,Yes,No,Overturn it
4892,33080,The Democratic candidate,The Republican candidate,Male,Other,60-64,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,East,Rural,Other,Version 1,.134545639157295,White men,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4896,33098,The Republican candidate,,Male,,60-64,White 60+,5,Never attended college,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,1.0112156867981,White men,White, Louisiana,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Overturn it
4924,33152,The Republican candidate,,Female,,45-49,White 45-59,1,Associate's degree (AA or AS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 1,.502361476421356,White women,White, Louisiana,Omit,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Keep it as is
4926,33160,The Republican candidate,,Male,,30-39,White 30-44,5,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,.567313611507416,White men,White, Louisiana,Yes,Support,Strongly approve,Donald Trump,No difference,The Republican Party,No,No,Overturn it
4949,33211,The Democratic candidate,The Democratic candidate,Male,Other,40-44,Latino 30-44,1,Bachelor's degree (BA or BS),Yes,Latino Independent,Independent,Independent Men,Moderate,Moderate Independents,Hispanic/Latino,East,"Cities 10,000-50,000",Other,Version 1,.101025849580765,Latino men,Non-white, Vermont,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Overturn it
4951,33216,The Democratic candidate,The Democratic candidate,Female,Other,30-39,White 30-44,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.102027118206024,White women,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4952,33217,The Democratic candidate,The Republican candidate,Female,Other,60-64,White 60+,1,Associate's degree (AA or AS),No,White Independent,Something else,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 1,.109115056693554,White women,White, Vermont,No,Oppose,Strongly disapprove,Other,The U.S. less safe,The Republican Party,No,No,Keep it as is
4956,33227,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 1,.791135013103485,White women,White,Massachusetts,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4961,33242,The Democratic candidate,The Democratic candidate,Male,Other,30-39,White 30-44,1,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,East,Rural,Other,Version 1,.0877329781651497,White men,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4969,33257,The Republican candidate,,Female,,65 or over,White 60+,1,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,South,Suburbs,White suburban women,Version 1,.895440816879272,White women,White, Louisiana,Yes,Oppose,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
4972,33265,The Democratic candidate,The Democratic candidate,Female,Other,65 or over,White 60+,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Rural,Other,Version 1,.156466856598854,White women,White, Vermont,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4974,33274,The Republican candidate,The Republican candidate,Female,The Democratic candidate,45-49,White 45-59,8,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,1.06430959701538,White women,White,Massachusetts,Yes,Support,Somewhat approve,Omit,No difference,Omit,No,No,Omit
4975,33275,The Democratic candidate,The Democratic candidate,Female,,18-24,White 18-29,2,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,East,Rural,Other,Version 1,.327629446983337,White women,White,New Hampshire,Yes,Oppose,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
4979,33281,The Democratic candidate,The Democratic candidate,Male,,18-24,All others,7,Attended college but received no degree,No,All Other,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Asian,South,Suburbs,Other,Version 1,.587968409061432,All other races,Non-white, Georgia,No,Oppose,Strongly disapprove,Didn't vote,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
4986,33300,The Republican candidate,,Male,,65 or over,White 60+,1,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,South,Suburbs,White suburban men,Version 1,1.28087317943573,White men,White, Louisiana,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,Yes,No,Keep it as is
4991,33309,The Democratic candidate,The Democratic candidate,Male,,30-39,White 30-44,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 1,.508285343647003,White men,White, Illinois,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
4996,33319,The Republican candidate,The Republican candidate,Male,,30-39,White 30-44,2,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Rural,Other,Version 1,.576113164424896,White men,White,New Hampshire,Yes,Support,Somewhat approve,Donald Trump,The U.S. more safe,The Republican Party,No,Yes,Overturn it
5005,33339,The Democratic candidate,,Female,The Democratic candidate,65 or over,White 60+,1,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,White suburban women,Version 1,.228861019015312,White women,White,Delaware,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5012,33354,The Republican candidate,The Republican candidate,Female,Other,65 or over,White 60+,1,Never attended college,No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,East,Rural,Other,Version 1,.122008830308914,White women,White, Vermont,Yes,Oppose,Somewhat disapprove,Hillary Clinton,No difference,The Republican Party,No,No,Keep it as is
5018,33368,The Democratic candidate,The Democratic candidate,Female,,25-29,White 18-29,5,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 1,.213157117366791,White women,White, Georgia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
5019,33369,The Democratic candidate,The Democratic candidate,Male,,30-39,Black 30-44,5,Never attended college,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 1,.374920576810837,Black men,Non-white,South Carolina,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Overturn it
5020,33374,The Republican candidate,,Female,,65 or over,White 60+,1,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,South,Suburbs,White suburban women,Version 1,1.08945298194885,White women,White, Louisiana,No,Support,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,No,Overturn it
5023,33380,The Democratic candidate,The Democratic candidate,Female,,40-44,Black 30-44,10,Associate's degree (AA or AS),No,Black Independent,Independent,Independent Women,Liberal,Liberal Independents,Black,South,Suburbs,Other,Version 1,.146076366305351,Black women,Non-white, Georgia,No,Support,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5025,33384,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,60-64,White 60+,1,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,1.29752457141876,White women,White,Massachusetts,No,Support,Somewhat disapprove,Donald Trump,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5028,33392,Did not vote,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,8,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 1,1.2820862531662,White men,White,Massachusetts,Yes,Support,Strongly approve,Donald Trump,The U.S. more safe,Omit,No,No,Keep it as is
5042,33421,The Democratic candidate,The Democratic candidate,Female,,18-24,White 18-29,10,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,South,Suburbs,White suburban women,Version 1,.166699796915054,White women,White, Georgia,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5049,33430,The Democratic candidate,,Male,The Democratic candidate,30-39,White 30-44,1,Associate's degree (AA or AS),No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban men,Version 1,.189197137951851,White men,White,Delaware,Yes,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5050,33435,The Republican candidate,The Republican candidate,Female,The Democratic candidate,40-44,White 30-44,1,Never attended college,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Suburbs,White suburban women,Version 1,.17400985956192,White women,White,Rhode Island,Yes,Oppose,Strongly approve,Donald Trump,The U.S. more safe,The Republican Party,No,Yes,Keep it as is
5055,33447,The Democratic candidate,The Republican candidate,Female,,50-59,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,East,Rural,Other,Version 1,.41784593462944,White women,White,New Hampshire,No,Omit,Strongly disapprove,Other,The U.S. less safe,The Democratic Party,No,No,Keep it as is
5056,33448,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,All others,5,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Liberal,Liberal Democrats,Asian,East,Suburbs,Other,Version 1,.791135013103485,All other races,Non-white,Massachusetts,No,Oppose,Strongly disapprove,Hillary Clinton,The U.S. less safe,The Democratic Party,No,Yes,Keep it as is
